ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,mnt_sum,purchases_sum,Lat,Long,Per Capita Income,Currency Conv to USD
5985,1965,Master,Single,33168.0,0,1,2012-10-13,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,0,SP,122,10,40.416775,-3.70379,"27,057.2",0.84623097
8432,1956,Graduation,Together,54450.0,1,1,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,SP,684,31,40.416775,-3.70379,"27,057.2",0.84623097
453,1956,PhD,Widow,35340.0,1,1,2014-06-29,1,27,0,12,0,1,5,2,2,0,3,5,0,0,0,0,0,0,0,SP,45,7,40.416775,-3.70379,"27,057.2",0.84623097
8890,1971,PhD,Divorced,65808.0,1,1,2014-05-30,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,0,SP,272,14,40.416775,-3.70379,"27,057.2",0.84623097
3068,1990,Graduation,Married,18351.0,0,0,2013-10-29,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,SP,43,6,40.416775,-3.70379,"27,057.2",0.84623097
7962,1987,PhD,Single,95169.0,0,0,2013-10-09,1,1285,21,449,106,20,20,1,4,3,4,1,0,0,1,1,0,1,0,SP,1901,12,40.416775,-3.70379,"27,057.2",0.84623097
2681,1984,2n Cycle,Married,65370.0,0,0,2013-08-01,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,SP,461,19,40.416775,-3.70379,"27,057.2",0.84623097
3725,1961,PhD,Single,84865.0,0,0,2013-05-09,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,1,0,SP,1688,16,40.416775,-3.70379,"27,057.2",0.84623097
3767,1968,Graduation,Married,61314.0,0,1,2013-04-25,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,0,SP,1008,24,40.416775,-3.70379,"27,057.2",0.84623097
7030,1955,PhD,Married,66465.0,0,1,2013-03-30,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,0,SP,1485,35,40.416775,-3.70379,"27,057.2",0.84623097
1524,1983,2n Cycle,Single,81698.0,0,0,2013-03-01,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,1,0,SP,1104,16,40.416775,-3.70379,"27,057.2",0.84623097
3657,1986,Graduation,Single,39146.0,1,0,2013-02-14,1,94,1,33,13,12,12,3,4,0,4,8,0,0,0,0,0,0,0,SP,165,11,40.416775,-3.70379,"27,057.2",0.84623097
5740,1970,2n Cycle,Divorced,25959.0,1,1,2013-02-14,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,1,0,SP,56,7,40.416775,-3.70379,"27,057.2",0.84623097
9595,1961,Graduation,Together,64260.0,0,0,2013-01-11,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,1,0,SP,1574,14,40.416775,-3.70379,"27,057.2",0.84623097
3158,1973,Graduation,Married,32300.0,1,0,2013-01-03,1,13,3,6,6,5,6,1,1,0,3,8,0,0,0,0,0,0,0,SP,39,5,40.416775,-3.70379,"27,057.2",0.84623097
1619,1956,Graduation,Married,90369.0,0,0,2014-04-28,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,1,0,SP,1588,17,40.416775,-3.70379,"27,057.2",0.84623097
6398,1974,Basic,Married,18393.0,1,0,2014-03-29,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,SP,50,8,40.416775,-3.70379,"27,057.2",0.84623097
1857,1952,Graduation,Single,47139.0,1,1,2014-03-06,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,1,0,SP,83,7,40.416775,-3.70379,"27,057.2",0.84623097
1992,1964,Graduation,Married,60597.0,0,1,2014-01-01,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,1,0,SP,893,16,40.416775,-3.70379,"27,057.2",0.84623097
4246,1982,Master,Single,6560.0,0,0,2013-12-12,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,SP,373,2,40.416775,-3.70379,"27,057.2",0.84623097
10623,1961,Master,Together,48330.0,0,1,2013-11-15,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0,SP,32,5,40.416775,-3.70379,"27,057.2",0.84623097
4867,1968,PhD,Single,38236.0,1,1,2013-09-20,2,58,0,18,2,0,10,4,3,0,4,7,0,0,0,0,0,0,0,SP,88,11,40.416775,-3.70379,"27,057.2",0.84623097
3112,1977,Master,Married,22701.0,1,0,2013-09-05,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,SP,24,5,40.416775,-3.70379,"27,057.2",0.84623097
6287,1986,Graduation,Together,34728.0,1,0,2013-07-30,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,1,0,SP,36,5,40.416775,-3.70379,"27,057.2",0.84623097
1519,1972,PhD,Single,38578.0,1,1,2013-06-22,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,1,0,SP,73,9,40.416775,-3.70379,"27,057.2",0.84623097
9080,1972,PhD,Single,38578.0,1,1,2013-06-22,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0,SP,73,9,40.416775,-3.70379,"27,057.2",0.84623097
5510,1977,Master,Married,43263.0,0,1,2012-11-21,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0,SP,441,16,40.416775,-3.70379,"27,057.2",0.84623097
9999,1965,Graduation,Together,75276.0,0,0,2012-09-27,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,0,SP,1040,23,40.416775,-3.70379,"27,057.2",0.84623097
7919,1976,PhD,Together,72335.0,0,0,2012-08-13,2,1285,105,653,28,21,0,1,10,4,8,8,0,0,0,0,0,1,0,SP,2092,23,40.416775,-3.70379,"27,057.2",0.84623097
9888,1969,Graduation,Together,68695.0,0,0,2014-06-25,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,SP,1091,16,40.416775,-3.70379,"27,057.2",0.84623097
8461,1962,Graduation,Divorced,46102.0,2,1,2014-03-10,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,SP,16,4,40.416775,-3.70379,"27,057.2",0.84623097
3878,1980,2n Cycle,Single,31859.0,1,0,2014-02-27,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,SP,48,5,40.416775,-3.70379,"27,057.2",0.84623097
9612,1987,2n Cycle,Single,23830.0,0,0,2014-02-07,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,SP,43,5,40.416775,-3.70379,"27,057.2",0.84623097
158,1945,PhD,Together,71604.0,0,0,2013-11-17,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,1,0,SP,1196,17,40.416775,-3.70379,"27,057.2",0.84623097
3896,1984,Graduation,Married,27255.0,1,0,2013-11-07,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,SP,37,5,40.416775,-3.70379,"27,057.2",0.84623097
4002,1960,PhD,Married,77037.0,0,1,2013-10-13,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,0,SP,1123,27,40.416775,-3.70379,"27,057.2",0.84623097
10914,1970,Graduation,Single,24163.0,1,1,2013-10-12,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,0,SP,17,6,40.416775,-3.70379,"27,057.2",0.84623097
4470,1962,Master,Married,58646.0,0,1,2013-06-10,3,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,0,SP,140,8,40.416775,-3.70379,"27,057.2",0.84623097
4827,1956,PhD,Single,54998.0,0,1,2013-03-10,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,1,0,SP,455,20,40.416775,-3.70379,"27,057.2",0.84623097
6715,1948,PhD,Single,60200.0,0,1,2013-01-02,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,SP,685,25,40.416775,-3.70379,"27,057.2",0.84623097
10676,1982,Graduation,Married,63211.0,0,0,2012-11-02,3,145,193,459,205,26,145,2,3,8,7,2,0,0,0,0,0,1,0,SP,1173,20,40.416775,-3.70379,"27,057.2",0.84623097
4491,1949,Master,Married,62845.0,1,1,2012-10-01,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,0,SP,1178,28,40.416775,-3.70379,"27,057.2",0.84623097
873,1949,Master,Married,62845.0,1,1,2012-10-01,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,1,0,SP,1178,28,40.416775,-3.70379,"27,057.2",0.84623097
8278,1990,PhD,Married,74214.0,0,0,2012-08-26,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,SP,1711,16,40.416775,-3.70379,"27,057.2",0.84623097
6815,1980,2n Cycle,Married,96547.0,0,0,2014-05-23,4,448,21,125,52,101,62,0,7,6,8,2,1,0,1,1,0,1,0,SP,809,21,40.416775,-3.70379,"27,057.2",0.84623097
254,1955,Graduation,Together,53863.0,0,1,2014-05-17,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,SP,473,18,40.416775,-3.70379,"27,057.2",0.84623097
2296,1975,Master,Married,37368.0,1,0,2013-12-16,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,SP,30,4,40.416775,-3.70379,"27,057.2",0.84623097
5172,1976,Master,Together,65104.0,0,1,2013-11-14,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0,SP,1053,17,40.416775,-3.70379,"27,057.2",0.84623097
9504,1949,Master,Married,81698.0,0,0,2013-11-06,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,1,0,SP,1008,25,40.416775,-3.70379,"27,057.2",0.84623097
850,1968,Graduation,Single,70566.0,0,1,2013-10-06,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,SP,757,22,40.416775,-3.70379,"27,057.2",0.84623097
1945,1962,Graduation,Married,71434.0,0,1,2013-09-18,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,SP,1400,21,40.416775,-3.70379,"27,057.2",0.84623097
7685,1978,Graduation,Married,33039.0,1,0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,SP,78,7,40.416775,-3.70379,"27,057.2",0.84623097
10832,1958,Graduation,Together,46610.0,0,0,2013-07-18,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,0,SP,467,14,40.416775,-3.70379,"27,057.2",0.84623097
8581,1971,Master,Married,49505.0,1,1,2013-03-05,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,0,SP,751,29,40.416775,-3.70379,"27,057.2",0.84623097
10177,1954,Graduation,Divorced,72071.0,0,1,2013-02-14,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,SP,1338,20,40.416775,-3.70379,"27,057.2",0.84623097
8619,1957,Graduation,Together,21994.0,0,1,2012-12-24,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,SP,22,4,40.416775,-3.70379,"27,057.2",0.84623097
9256,1971,Graduation,Single,58350.0,0,1,2013-01-04,5,493,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,0,0,SP,1001,27,40.416775,-3.70379,"27,057.2",0.84623097
10641,1978,Graduation,Single,7500.0,1,1,2012-12-27,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,SP,57,10,40.416775,-3.70379,"27,057.2",0.84623097
10356,1957,PhD,Divorced,41437.0,1,1,2012-09-22,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,SP,32,5,40.416775,-3.70379,"27,057.2",0.84623097
8545,1954,Graduation,Divorced,85683.0,0,0,2014-03-21,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,1,1,1,1,0,SP,1789,17,40.416775,-3.70379,"27,057.2",0.84623097
8275,1965,PhD,Divorced,47025.0,1,1,2014-02-09,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,SP,20,4,40.416775,-3.70379,"27,057.2",0.84623097
8799,1984,PhD,Married,38175.0,1,0,2013-09-23,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0,SP,153,11,40.416775,-3.70379,"27,057.2",0.84623097
9923,1972,Master,Single,46423.0,1,1,2013-09-18,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0,SP,92,9,40.416775,-3.70379,"27,057.2",0.84623097
4320,1979,Graduation,Single,60152.0,0,1,2013-03-28,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,SP,943,23,40.416775,-3.70379,"27,057.2",0.84623097
4198,1965,Graduation,Together,29672.0,1,1,2013-03-12,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,SP,25,4,40.416775,-3.70379,"27,057.2",0.84623097
10814,1947,Graduation,Together,70321.0,0,0,2013-01-16,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,1,0,SP,1376,25,40.416775,-3.70379,"27,057.2",0.84623097
944,1962,Graduation,Married,56181.0,0,1,2013-01-08,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,SP,393,14,40.416775,-3.70379,"27,057.2",0.84623097
8151,1990,Basic,Married,24279.0,0,0,2012-12-29,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0,SP,263,9,40.416775,-3.70379,"27,057.2",0.84623097
6184,1969,PhD,Married,68462.0,0,0,2012-12-12,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,SP,1670,15,40.416775,-3.70379,"27,057.2",0.84623097
3498,1976,PhD,Married,55424.0,0,1,2012-11-25,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,1,0,SP,877,25,40.416775,-3.70379,"27,057.2",0.84623097
2870,1973,Graduation,Married,49094.0,0,1,2012-09-21,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,SP,502,20,40.416775,-3.70379,"27,057.2",0.84623097
7342,1961,2n Cycle,Widow,59184.0,0,1,2012-09-09,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,SP,1072,27,40.416775,-3.70379,"27,057.2",0.84623097
10862,1960,Master,Married,30522.0,0,1,2012-08-17,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,SP,326,17,40.416775,-3.70379,"27,057.2",0.84623097
2546,1977,2n Cycle,Single,31878.0,0,1,2014-06-22,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,SP,70,6,40.416775,-3.70379,"27,057.2",0.84623097
3005,1992,Graduation,Single,83528.0,0,0,2014-05-01,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,1,0,SP,1650,23,40.416775,-3.70379,"27,057.2",0.84623097
8318,1979,Graduation,Together,90300.0,0,0,2014-01-03,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0,SP,1738,19,40.416775,-3.70379,"27,057.2",0.84623097
1212,1973,Graduation,Married,52845.0,1,0,2013-08-13,7,384,25,292,130,41,64,3,8,8,6,6,1,0,0,0,0,0,0,SP,936,25,40.416775,-3.70379,"27,057.2",0.84623097
2541,1976,Graduation,Married,24027.0,1,0,2013-06-09,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,0,SP,48,7,40.416775,-3.70379,"27,057.2",0.84623097
8910,1955,Graduation,Together,42586.0,1,1,2012-10-29,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,1,0,SP,252,16,40.416775,-3.70379,"27,057.2",0.84623097
7349,1973,Basic,Together,9722.0,1,0,2012-10-02,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,1,0,SP,103,11,40.416775,-3.70379,"27,057.2",0.84623097
7872,1975,PhD,Married,86836.0,0,0,2012-09-12,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,1,0,SP,557,23,40.416775,-3.70379,"27,057.2",0.84623097
10949,1963,PhD,Divorced,72968.0,0,0,2013-12-16,8,1092,37,592,145,37,55,1,5,5,8,3,0,0,0,1,0,1,0,SP,1958,19,40.416775,-3.70379,"27,057.2",0.84623097
7284,1953,Graduation,Married,48686.0,1,2,2013-12-04,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0,SP,20,4,40.416775,-3.70379,"27,057.2",0.84623097
232,1965,Graduation,Single,61559.0,0,1,2013-07-17,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,SP,530,17,40.416775,-3.70379,"27,057.2",0.84623097
3009,1962,PhD,Widow,71670.0,0,0,2013-07-09,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,1,0,SP,1766,15,40.416775,-3.70379,"27,057.2",0.84623097
10669,1981,Graduation,Married,54386.0,0,1,2013-05-17,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,SP,470,17,40.416775,-3.70379,"27,057.2",0.84623097
1570,1951,PhD,Together,69702.0,0,1,2013-02-19,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,SP,1039,26,40.416775,-3.70379,"27,057.2",0.84623097
2452,1971,Graduation,Together,34600.0,1,1,2013-01-01,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,1,0,SP,318,17,40.416775,-3.70379,"27,057.2",0.84623097
5621,1969,Graduation,Married,48752.0,1,1,2012-12-12,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,1,0,SP,316,17,40.416775,-3.70379,"27,057.2",0.84623097
263,1945,PhD,Single,45576.0,0,0,2014-05-28,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,1,0,SP,145,8,40.416775,-3.70379,"27,057.2",0.84623097
4619,1945,PhD,Single,113734.0,0,0,2014-05-28,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,SP,277,27,40.416775,-3.70379,"27,057.2",0.84623097
6019,1971,PhD,Married,37126.0,1,0,2014-03-30,9,45,3,9,4,4,7,1,1,2,2,6,1,0,0,0,0,1,0,SP,72,6,40.416775,-3.70379,"27,057.2",0.84623097
6424,1977,Graduation,Together,33178.0,1,0,2014-01-30,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,SP,49,5,40.416775,-3.70379,"27,057.2",0.84623097
10855,1968,Master,Single,50014.0,1,0,2014-01-22,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0,SP,396,15,40.416775,-3.70379,"27,057.2",0.84623097
3376,1970,Master,Divorced,55282.0,1,0,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,SP,235,11,40.416775,-3.70379,"27,057.2",0.84623097
10232,1963,PhD,Divorced,48799.0,0,1,2013-11-05,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,SP,331,15,40.416775,-3.70379,"27,057.2",0.84623097
5547,1982,PhD,Married,84169.0,0,0,2013-08-07,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,1,0,SP,1919,20,40.416775,-3.70379,"27,057.2",0.84623097
3524,1971,Master,Single,39763.0,1,0,2013-08-04,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,1,0,SP,167,10,40.416775,-3.70379,"27,057.2",0.84623097
466,1944,Graduation,Married,65275.0,0,0,2013-04-03,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0,SP,746,21,40.416775,-3.70379,"27,057.2",0.84623097
11025,1961,Graduation,Married,36443.0,1,1,2013-02-03,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,SP,138,11,40.416775,-3.70379,"27,057.2",0.84623097
3277,1955,Graduation,Divorced,49431.0,0,1,2012-08-03,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,SP,365,15,40.416775,-3.70379,"27,057.2",0.84623097
8566,1961,PhD,Together,32583.0,1,1,2014-06-15,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,SP,9,4,40.416775,-3.70379,"27,057.2",0.84623097
2634,1979,Master,Single,16653.0,1,0,2014-04-18,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,1,0,SP,69,9,40.416775,-3.70379,"27,057.2",0.84623097
8036,1971,2n Cycle,Together,26850.0,1,1,2014-04-18,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,SP,63,11,40.416775,-3.70379,"27,057.2",0.84623097
8159,1968,Graduation,Married,51287.0,1,1,2014-04-01,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,SP,182,11,40.416775,-3.70379,"27,057.2",0.84623097
7628,1973,2n Cycle,Married,43050.0,1,0,2014-03-18,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,SP,76,8,40.416775,-3.70379,"27,057.2",0.84623097
3885,1983,PhD,Married,33569.0,1,0,2013-10-16,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,1,0,SP,63,5,40.416775,-3.70379,"27,057.2",0.84623097
577,1976,2n Cycle,Together,26907.0,1,1,2013-08-20,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,SP,22,6,40.416775,-3.70379,"27,057.2",0.84623097
5429,1948,PhD,Married,45579.0,0,1,2013-08-20,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,SP,183,10,40.416775,-3.70379,"27,057.2",0.84623097
2521,1971,Master,Married,35178.0,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,1,0,SP,59,5,40.416775,-3.70379,"27,057.2",0.84623097
7381,1968,Graduation,Divorced,75693.0,0,0,2012-12-06,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,1,0,SP,1442,22,40.416775,-3.70379,"27,057.2",0.84623097
9064,1982,Graduation,Married,69109.0,0,0,2012-11-09,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,1,0,SP,1555,20,40.416775,-3.70379,"27,057.2",0.84623097
5067,1994,Graduation,Together,80134.0,0,0,2014-02-14,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,0,SP,1378,21,40.416775,-3.70379,"27,057.2",0.84623097
11191,1986,Graduation,Divorced,41411.0,0,0,2013-12-07,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,SP,139,8,40.416775,-3.70379,"27,057.2",0.84623097
2552,1955,PhD,Single,55521.0,1,2,2013-10-22,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,1,0,SP,446,24,40.416775,-3.70379,"27,057.2",0.84623097
6720,1968,Master,Together,43795.0,0,1,2013-10-16,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,1,0,SP,492,17,40.416775,-3.70379,"27,057.2",0.84623097
1419,1950,Graduation,Together,34026.0,1,1,2013-08-05,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,SP,76,9,40.416775,-3.70379,"27,057.2",0.84623097
967,1976,Graduation,Married,46049.0,1,1,2013-07-21,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,1,0,SP,515,26,40.416775,-3.70379,"27,057.2",0.84623097
8911,1967,PhD,Married,56320.0,0,1,2013-04-08,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,0,SP,702,21,40.416775,-3.70379,"27,057.2",0.84623097
6606,1969,Master,Married,70091.0,1,0,2013-03-31,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,SP,1161,19,40.416775,-3.70379,"27,057.2",0.84623097
9860,1959,Graduation,Together,44911.0,0,1,2013-03-15,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,SP,215,12,40.416775,-3.70379,"27,057.2",0.84623097
979,1975,Graduation,Single,33249.0,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,SP,112,8,40.416775,-3.70379,"27,057.2",0.84623097
3403,1958,PhD,Together,78952.0,0,1,2012-09-24,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0,SP,2092,21,40.416775,-3.70379,"27,057.2",0.84623097
9699,1966,Graduation,Divorced,67272.0,0,1,2013-12-21,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,0,SP,733,23,40.416775,-3.70379,"27,057.2",0.84623097
2324,1972,Graduation,Together,77044.0,0,1,2013-10-27,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,SP,1065,31,40.416775,-3.70379,"27,057.2",0.84623097
4992,1975,Master,Together,17459.0,1,0,2013-09-19,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,1,0,SP,69,9,40.416775,-3.70379,"27,057.2",0.84623097
